Price,Close,High,Low,Open,Volume
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN
Datetime,,,,,
2025-10-20 13:30:00+00:00,214.08399963378906,214.3000030517578,213.72999572753906,213.8000030517578,2022604
2025-10-20 13:31:00+00:00,214.11000061035156,214.41000366210938,213.72999572753906,214.05999755859375,211562
2025-10-20 13:32:00+00:00,213.989501953125,214.11000061035156,213.88999938964844,214.07000732421875,65581
2025-10-20 13:33:00+00:00,214.1658935546875,214.2899932861328,213.58999633789062,213.70700073242188,471178
2025-10-20 13:34:00+00:00,214.02999877929688,214.1999969482422,213.8000030517578,214.1699981689453,190681
2025-10-20 13:35:00+00:00,214.3000030517578,214.30999755859375,213.97000122070312,214.02490234375,220614
2025-10-20 13:36:00+00:00,214.5688018798828,214.57000732421875,214.27999877929688,214.27999877929688,146645
2025-10-20 13:37:00+00:00,214.4600067138672,214.63999938964844,214.35000610351562,214.57000732421875,168295
2025-10-20 13:38:00+00:00,214.6580047607422,214.65989685058594,214.4199981689453,214.49000549316406,110666
2025-10-20 13:39:00+00:00,214.25,214.6999969482422,214.1699981689453,214.66009521484375,128931
2025-10-20 13:40:00+00:00,214.52499389648438,214.5399932861328,214.26499938964844,214.27000427246094,86348
2025-10-20 13:41:00+00:00,214.52000427246094,214.64999389648438,214.42999267578125,214.5399932861328,108481
2025-10-20 13:42:00+00:00,214.40199279785156,214.5800018310547,214.3699951171875,214.53500366210938,100243
2025-10-20 13:43:00+00:00,214.27000427246094,214.47000122070312,214.27000427246094,214.39999389648438,91017
2025-10-20 13:44:00+00:00,214.20770263671875,214.39999389648438,214.20089721679688,214.27999877929688,79930
2025-10-20 13:45:00+00:00,214.6649932861328,214.67999267578125,214.1999969482422,214.21499633789062,0
2025-10-20 13:46:00+00:00,214.86000061035156,214.99000549316406,214.6479949951172,214.6479949951172,1397843
2025-10-20 13:47:00+00:00,214.9199981689453,215.02000427246094,214.80999755859375,214.8699951171875,197713
2025-10-20 13:48:00+00:00,214.8300018310547,215.0,214.82220458984375,214.9199981689453,98651
2025-10-20 13:49:00+00:00,214.7790069580078,214.92990112304688,214.7100067138672,214.83999633789062,100591
2025-10-20 13:50:00+00:00,214.8000030517578,214.88290405273438,214.6199951171875,214.81190490722656,101561
2025-10-20 13:51:00+00:00,214.6199951171875,214.76499938964844,214.52000427246094,214.76499938964844,161270
2025-10-20 13:52:00+00:00,214.64500427246094,214.69000244140625,214.45010375976562,214.6300048828125,112206
2025-10-20 13:53:00+00:00,214.60000610351562,214.7100067138672,214.5500030517578,214.65060424804688,88439
2025-10-20 13:54:00+00:00,214.58999633789062,214.8350067138672,214.55999755859375,214.61000061035156,111871
2025-10-20 13:55:00+00:00,214.36090087890625,214.72999572753906,214.3300018310547,214.59500122070312,134468
2025-10-20 13:56:00+00:00,214.5,214.5399932861328,214.3000030517578,214.3699951171875,75171
2025-10-20 13:57:00+00:00,214.38499450683594,214.5050048828125,214.22999572753906,214.4803924560547,70780
2025-10-20 13:58:00+00:00,214.47000122070312,214.51499938964844,214.3249969482422,214.375,72278
2025-10-20 13:59:00+00:00,214.6300048828125,214.80999755859375,214.47000122070312,214.47000122070312,127102
2025-10-20 14:00:00+00:00,214.77890014648438,214.8300018310547,214.5800018310547,214.6699981689453,123840
2025-10-20 14:01:00+00:00,214.7698974609375,214.8800048828125,214.7100067138672,214.76319885253906,92803
2025-10-20 14:02:00+00:00,214.63999938964844,214.8300018310547,214.59829711914062,214.75999450683594,99547
2025-10-20 14:03:00+00:00,214.6300048828125,214.7100067138672,214.57000732421875,214.63999938964844,56194
2025-10-20 14:04:00+00:00,214.7104034423828,214.8000030517578,214.6300048828125,214.63999938964844,67158
